Address,lon,lat
"SEMBAWANG SPRINGS ESTATE, JALAN KEMUNING, Singapore",103.8184954,1.4491107
"SEMBAWANG SPRINGS ESTATE, JALAN SALANG, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN SAJAK, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN SERENGAM, Singapore",103.8254044,1.4421251
"SEMBAWANG SPRINGS ESTATE, JALAN MALU-MALU, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN HIKAYAT, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN SENDUDOK, Singapore",103.8250741,1.4440254
"SEMBAWANG SPRINGS ESTATE, SEMBAWANG ROAD, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN CHERPEN, Singapore",103.8268514,1.4379514
"SEMBAWANG SPRINGS ESTATE, JALAN SHAER, Singapore",103.8268514,1.4379514
"SEMBAWANG PARK, JALAN MATA AYER, Singapore",103.8239316,1.4260538
"SEMBAWANG PARK, JALAN LENGKOK SEMBAWANG, Singapore",103.8368876,1.4616659
"SEMBAWANG HILLS ESTATE, NEMESU AVENUE, Singapore",103.8275471,1.3749863
"SEMBAWANG HILLS ESTATE, CASUARINA ROAD, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, SERAYA CRESCENT, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN LANJUT, Singapore",103.8309102,1.3704586
"SEMBAWANG HILLS ESTATE, JALAN GELENGGANG, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN LEBAN, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN MENARONG, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN TELANG, Singapore",103.8288719,1.3768023
"SEMBAWANG HILLS ESTATE, SEMBAWANG HILLS DRIVE, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN BATAI, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, OLD UPPER THOMSON ROAD, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN CHENGAM, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN CHEMPEDAK, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN KURAS, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN RUKAM, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN MENGKUDU, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN TARUM, Singapore",103.8301171,1.3732162
"SEMBAWANG HILLS ESTATE, JALAN SAPPAN, Singapore",103.8301171,1.3732162
"SEMBAWANG GARDEN ARCADE, JALAN DERUM, Singapore",103.823732,1.4420329
"SEMBAWANG GARDEN ARCADE, JALAN LEGUNDI, Singapore",103.823732,1.4420329
"SEMBAWANG GARDEN ARCADE, SEMBONG ROAD, Singapore",103.823732,1.4420329
"SELETAR PARK, SELETAR HILLS DRIVE, Singapore",103.874881,1.3852143
"SELETAR PARK, SELETAR CRESCENT, Singapore",103.8713135,1.3871173
"SELETAR HILLS ESTATE, JALAN KERUING, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, SELETAR HILLS DRIVE, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, KASAI ROAD, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN BANGAU, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, JALAN JARAK, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN KETUMBIT, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, JALAN KECHUBONG, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, JALAN LAKUM, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, NERAM ROAD, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN SINDOR, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN LEKUB, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, NIM GREEN, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN REDOP, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, JALAN LEBAT DAUN, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN PERADUN, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, JALAN CHERMAI, Singapore",103.8728154,1.3859519
"SELETAR HILLS ESTATE, JALAN PELAJAU, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, JALAN JITONG, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, JALAN RESAK, Singapore",103.8761604,1.3825664
"SELETAR HILLS ESTATE, JALAN JORAN, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, JALAN KENARAH, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, JALAN RENGAS, Singapore",103.869681,1.3876679
"SELETAR HILLS ESTATE, JALAN ANTOI, Singapore",103.872986,1.387052
"SELETAR HILLS ESTATE, JALAN KELULUT, Singapore",103.8755757,1.3831697
"SELETAR HILLS ESTATE, SARACA HILL, Singapore",103.8654734,1.3848172
"SELETAR HILLS ESTATE, MIMOSA CRESCENT, Singapore",103.8654734,1.3848172
"SELETAR GARDEN, CACTUS ROAD, Singapore",103.8508873,1.3907521
"SELBY GARDENS, LIM TAI SEE WALK, Singapore",103.819836,1.352083
"SELBY GARDENS, JALAN HAJI ALIAS, Singapore",103.819836,1.352083
"SEAVIEW PARK, JALAN SEAVIEW, Singapore",103.8969468,1.2995776
"SEAVIEW PARK, JALAN SEDAP, Singapore",103.8969468,1.2995776
"SEASIDE PARK, JALAN BULOH PERINDU, Singapore",103.819836,1.352083
"SEASIDE PARK, JALAN KERIS, Singapore",103.819836,1.352083
"SEASIDE PARK, EAST COAST ROAD, Singapore",103.819836,1.352083
"SEASIDE PARK, JALAN PUTERI JULA JULI, Singapore",103.819836,1.352083
"SEASIDE PARK, JALAN DONDANG SAYANG, Singapore",103.819836,1.352083
"SEA VIEW PARK, JALAN SEAVIEW, Singapore",103.8969468,1.2995776
"SEA BREEZE TERRACE, SEA BREEZE AVENUE, Singapore",103.9527258,1.3374304
"SAVOY PARK, ENG KONG DRIVE, Singapore",103.7699441,1.3334452
"SARINA TERRACE, LORONG SARINA, Singapore",103.9070545,1.3204314
"SARINA PARK, LORONG SARINA, Singapore",103.9070545,1.3204314
"SARACA VILLAS, SARACA TERRACE, Singapore",103.8590787,1.3834713
"SARACA GARDENS, SARACA PLACE, Singapore",103.8605964,1.3863489
"SARACA GARDENS, SARACA VIEW, Singapore",103.8605964,1.3863489
"SARACA GARDENS, SARACA WALK, Singapore",103.8605964,1.3863489
"SARACA GARDENS, SARACA DRIVE, Singapore",103.8605964,1.3863489
"SARACA GARDENS, SARACA ROAD, Singapore",103.8605964,1.3863489
"SANNY PARK, MERRYN DRIVE, Singapore",103.8263104,1.324001
"SANNY PARK, MERRYN AVENUE, Singapore",103.8263594,1.325779
"SANNY PARK, MERRYN TERRACE, Singapore",103.826459,1.325204
"SANNY PARK, MERRYN ROAD, Singapore",103.8246563,1.3263411
"SANFORD PARK, SIRAT PLACE, Singapore",103.875718,1.3583334
"SANFORD PARK, LANGE ROAD, Singapore",103.8767903,1.3586382
"SANDY ISLAND, SANDY ISLAND, Singapore",103.8380723,1.2422924
"ROSIE VIEW, MOUNT ROSIE ROAD, Singapore",103.8352708,1.3228805
"ROMAN TERRACE, LORONG L TELOK KURAU, Singapore",103.9118591,1.3119655
"ROBIN VILLAGE, ROBIN ROAD, Singapore",103.8277706,1.3166109
"RINDU TERRACE, JALAN RINDU, Singapore",103.8772083,1.3450884
"RIDGEVALE GARDENS, UPPER BUKIT TIMAH VIEW, Singapore",103.770656,1.3478333
"RICHMOND VILLE, LIMAU GARDEN, Singapore",103.819836,1.352083
"RESIDENCES @ STANGEE, LORONG STANGEE, Singapore",103.9073041,1.3082824
"RESIDENCES @ NOVENA, JALAN NOVENA, Singapore",103.8429515,1.323046
"RESIDENCES @ NOVENA, NOVENA RISE, Singapore",103.8427879,1.3243118
"REGINA HILL, JALAN KAKATUA, Singapore",103.7662525,1.3443276
"REGENT VILLAS, JALAN LIM TAI SEE, Singapore",103.7901,1.321231
"REBECCA PARK, REBECCA ROAD, Singapore",103.8013184,1.3200455
"RAYA GARDEN, JALAN LOKAM, Singapore",103.8808917,1.3468164
"RAYA GARDEN, JALAN KELICHAP, Singapore",103.8808917,1.3468164
"RAMBAI COURT, RAMBAI ROAD, Singapore",103.9053773,1.3110077
"RAINTREE VALLEY, MUNSHI ABDULLAH WALK, Singapore",103.8305336,1.3837108
"RAFFLES PARK, LINDEN DRIVE, Singapore",103.8019029,1.333936
"RAFFLES PARK, ORIOLE CRESCENT, Singapore",103.8045088,1.334472
"RAFFLES PARK, CASSIA DRIVE, Singapore",103.8038635,1.3352646
"RAFFLES PARK, ASH GROVE, Singapore",103.8029653,1.3331384
"QUEEN ASTRID PARK, QUEEN ASTRID PARK, Singapore",103.7904758,1.3180994
"PROSPER GARDENS, BEDOK GARDEN, Singapore",103.9529378,1.3230174
"PRINCETON VALE, POH HUAT TERRACE, Singapore",103.8785134,1.3675316
"PRINCESS OF WALES PARK, DUCHESS ROAD, Singapore",103.8073591,1.3235568
"PRESIDENT GARDENS, LENTOR GREEN, Singapore",103.8374074,1.3862333
"POPULAR ESTATE, JALAN REMAJA, Singapore",103.7600973,1.3582854
"PONGGOL PARK, PONGGOL SEVENTEENTH AVENUE, Singapore",103.9051721,1.415714
"POH HUAT GARDENS, POH HUAT CRESCENT, Singapore",103.8806645,1.3669105
"PLATINA GARDENS, PLATINA ROAD, Singapore",103.8245583,1.4277653
"PINEWOOD TERRACE, PINEWOOD GROVE, Singapore",103.7802116,1.4287827
"PICARDY GARDENS, JALAN PARI BURONG, Singapore",103.948884,1.333945
"PHOENIX HEIGHTS, PHOENIX GARDEN, Singapore",103.7584725,1.3768014
"PHOENIX HEIGHTS, PHOENIX WALK, Singapore",103.7587568,1.3763413
"PEOPLE'S GARDEN, LORONG 6 REALTY PARK, Singapore",103.819836,1.352083
"PEOPLE'S GARDEN, LORONG 7 REALTY PARK, Singapore",103.819836,1.352083
"PEOPLE'S GARDEN, LORONG 1 REALTY PARK, Singapore",103.819836,1.352083
"PEOPLE'S GARDEN, LORONG 5 REALTY PARK, Singapore",103.819836,1.352083
"PEIRCE VALE, OMAR KHAYYAM AVENUE, Singapore",103.8296502,1.3813605
"PEAKVILLE PARK, PEAKVILLE TERRACE, Singapore",103.9445647,1.3329416
"PEAKVILLE PARK, PEAKVILLE GROVE, Singapore",103.9447448,1.3337359
"PEAKVIEW ESTATE, PEAKVILLE AVENUE, Singapore",103.9450872,1.3326308
"PEAKVIEW ESTATE, JALAN PARI KIKIS, Singapore",103.9428174,1.331775
"PEAKVIEW ESTATE, UPPER CHANGI ROAD, Singapore",103.9504887,1.334256
"PEAKVIEW ESTATE, JALAN PARI DEDAP, Singapore",103.9428984,1.3323083
"PEACH GARDEN, PEACH GARDEN, Singapore",103.8964189,1.2982731
"PAYA LEBAR GARDENS, JALAN USAHA, Singapore",103.8827831,1.3441146
"PAYA LEBAR GARDENS, UPPER PAYA LEBAR ROAD, Singapore",103.8827831,1.3441146
"PAVILION PARK, PAVILION PLACE, Singapore",103.7522015,1.369946
"PAVILION PARK, PAVILION VIEW, Singapore",103.7519332,1.3695217
"PAVILION PARK, PAVILION CIRCLE, Singapore",103.7513268,1.3686571
"PAVILION PARK, PAVILION RISE, Singapore",103.7519332,1.3695217
"PAVILION PARK, PAVILION GROVE, Singapore",103.7519332,1.3695217
"PAVILION PARK, PAVILION STREET, Singapore",103.7519332,1.3695217
"PAVILION PARK, PAVILION GREEN, Singapore",103.7519332,1.3695217
"PASIR RIS BEACH PARK, PASIR RIS HEIGHTS, Singapore",103.9422007,1.3822144
"PASIR RIS BEACH PARK, PASIR RIS TERRACE, Singapore",103.9444144,1.381558
"PASIR RIS BEACH PARK, PASIR RIS AVENUE, Singapore",103.9444144,1.381558
"PASIR RIS BEACH PARK, PASIR RIS ROAD, Singapore",103.9448174,1.3831634
"PASIR RIS BEACH PARK, PASIR RIS VIEW, Singapore",103.9524182,1.3715285
"PASIR RIS BEACH PARK, ELIAS ROAD, Singapore",103.9444144,1.381558
"PASIR RIS BEACH PARK, PASIR RIS WAY, Singapore",103.9444144,1.381558
"PASIR PANJANG GARDENS, JALAN MAS KUNING, Singapore",103.7622947,1.3084342
"PASIR PANJANG GARDENS, TAMAN MAS MERAH, Singapore",103.7622947,1.3084342
"PASIR PANJANG GARDENS, JALAN MAS PUTEH, Singapore",103.7622947,1.3084342
"PARRYVILLE, POH HUAT DRIVE, Singapore",103.819836,1.352083
"PARRY PARK, PARRY TERRACE, Singapore",103.881112,1.3639001
"PARRY PARK, PARRY VIEW, Singapore",103.881112,1.3639001
"PARRY GREEN, LIMBOK TERRACE, Singapore",103.8762804,1.365868
"PARK VILLAS, PARK VILLAS GREEN, Singapore",103.8802269,1.3684962
"PARK VILLAS, PARK VILLAS RISE, Singapore",103.8779305,1.3680204
"PARK VILLAS, PARK VILLAS TERRACE, Singapore",103.8801438,1.3679503
"PARADISE ISLAND, PARADISE ISLAND, Singapore",103.819836,1.352083
"PALM GROVE TERRACE, PALM GROVE AVENUE, Singapore",103.8790256,1.3610278
"PALM GROVE TERRACE, FLOWER ROAD, Singapore",103.8790256,1.3610278
"ORCHID VILLAGE, VANDA CRESCENT, Singapore",103.8017945,1.335744
"ORCHID VILLAGE, VANDA ROAD, Singapore",103.8017945,1.335744
"ORCHID VILLAGE, VANDA DRIVE, Singapore",103.8017945,1.335744
"OPERA ESTATE, RIENZI STREET, Singapore",103.9235753,1.3193914
"OPERA ESTATE, AIDA STREET, Singapore",103.9273026,1.3199386
"OPERA ESTATE, ERNANI STREET, Singapore",103.9235753,1.3193914
"OPERA ESTATE, METROPOLE DRIVE, Singapore",103.9235753,1.3193914
"OPERA ESTATE, DAFNE STREET, Singapore",103.9273026,1.3199386
"OPERA ESTATE, NORMA TERRACE, Singapore",103.9235753,1.3193914
"OPERA ESTATE, CARMEN TERRACE, Singapore",103.9273026,1.3199386
"OPERA ESTATE, TERANG BULAN AVENUE, Singapore",103.9235753,1.3193914
"OPERA ESTATE, SWAN LAKE AVENUE, Singapore",103.9235753,1.3193914
"OPERA ESTATE, JALAN BINTANG TIGA, Singapore",103.9235753,1.3193914
"OPERA ESTATE, JALAN BANGSAWAN, Singapore",103.9235753,1.3193914
"OPERA ESTATE, MARIA AVENUE, Singapore",103.9235753,1.3193914
"OPERA ESTATE, FIDELIO STREET, Singapore",103.9235753,1.3193914
"OPERA ESTATE, DIDO STREET, Singapore",103.9235753,1.3193914
"OPERA ESTATE, TAMAN SIGLAP, Singapore",103.9235753,1.3193914
"OPERA ESTATE, FIGARO STREET, Singapore",103.9273155,1.3160995
"OPERA ESTATE, JALAN KHAIRUDDIN, Singapore",103.9235753,1.3193914
"OPERA ESTATE, TOSCA STREET, Singapore",103.9273026,1.3199386
"OPERA ESTATE, JALAN TERANG BULAN, Singapore",103.9273026,1.3199386
"OPERA ESTATE, SIGLAP ROAD, Singapore",103.9235753,1.3193914
"OPERA ESTATE, CARMEN STREET, Singapore",103.9235753,1.3193914
"ONE TREE HILL COLLECTION, JALAN ARNAP, Singapore",103.8256338,1.3009468
"OEI TIONG HAM PARK, OEI TIONG HAM PARK, Singapore",103.7927377,1.3149936
"OEI TIONG HAM PARK, JALAN HARUM, Singapore",103.7927377,1.3149936
"OEI TIONG HAM PARK, JALAN SAMPURNA, Singapore",103.7932787,1.3160082
"ODEON SEASIDE PARK, EAST COAST ROAD, Singapore",103.819836,1.352083
"OCEAN 8, OCEAN DRIVE, Singapore",103.819836,1.352083
"OASIS @ MULBERRY, BELIMBING AVENUE, Singapore",103.8785996,1.3320596
"OASIS @ MULBERRY, CHEMPAKA AVENUE, Singapore",103.8785996,1.3320596
"OAK VILLAS, OAK AVENUE, Singapore",103.819836,1.352083
"NORTHILL, JALAN KASAU, Singapore",103.819836,1.352083
"NIM COLLECTION, NIM TERRACE, Singapore",103.8628264,1.3792062
"NIM COLLECTION, NIM RISE, Singapore",103.8628264,1.3792062
"NEW SOO CHOW GARDENS, JALAN LEMBAH THOMSON, Singapore",103.819836,1.352083
"NEW SOO CHOW GARDENS, SOO CHOW WAY, Singapore",103.8320784,1.3530682
"NANYANG PARK, JALAN LIMBOK, Singapore",103.8750036,1.365406
"NANYANG PARK, YIO CHU KANG ROAD, Singapore",103.8750036,1.365406
"NANYANG PARK, CHUAN HOE AVENUE, Singapore",103.8750036,1.365406
"MUN WAH GARDEN, TUNG PO AVENUE, Singapore",103.8319067,1.3818068
"MUGLISTON HILL, MUGLISTON PARK, Singapore",103.8789635,1.3858729
"MUGLISTON HILL, MUGLISTON WALK, Singapore",103.878616,1.3865018
"MOUNT SINAI, MOUNT SINAI DRIVE, Singapore",103.7804475,1.3175596
"MOUNT SINAI, MOUNT SINAI CRESCENT, Singapore",103.7813392,1.315373
"MOUNT SINAI, MOUNT SINAI AVENUE, Singapore",103.7810289,1.3161012
"MISTRAL PARK, JALAN ANGIN LAUT, Singapore",103.955066,1.3369845
"MIRAMAR GARDENS, UPPER SERANGOON ROAD, Singapore",103.8925049,1.3688872
"MIRAMAR GARDENS, JALAN NAUNG, Singapore",103.8925049,1.3688872
"MING TECK PARK, MING TECK PARK, Singapore",103.788097,1.3197994
"MING TECK PARK, SIXTH AVENUE, Singapore",103.7899703,1.3209714
"MIMOSA VILLAS, MIMOSA WALK, Singapore",103.819836,1.352083
"MIMOSA VALE, MIMOSA VALE, Singapore",103.8601201,1.382815
"MIMOSA TERRACE, MIMOSA DRIVE, Singapore",103.859657,1.3829204
"MIMOSA TERRACE, MIMOSA VIEW, Singapore",103.8608824,1.3852832
"MIMOSA TERRACE, SARACA ROAD, Singapore",103.8607731,1.3858689
"MIMOSA TERRACE, MIMOSA TERRACE, Singapore",103.8606748,1.383975
"MIMOSA TERRACE, MIMOSA PLACE, Singapore",103.8609555,1.3847241
"MICHAELS' RESIDENCES, ALMOND STREET, Singapore",103.7734706,1.3705624
"MICHAELS' RESIDENCES, ALMOND AVENUE, Singapore",103.7734706,1.3705624
"MERA TERRACE, SEAGULL WALK, Singapore",103.9634102,1.347222
"MERA GARDENS, ALMOND CRESCENT, Singapore",103.7730024,1.3730549
"MERA GARDENS, ALMOND AVENUE, Singapore",103.7733589,1.3716216
"MERA GARDENS, ALMOND STREET, Singapore",103.7727572,1.3714415
"MELODY VILLAS, LENTOR WALK, Singapore",103.838378,1.389189
"MCMAHON PARK, JALAN JELITA, Singapore",103.819836,1.352083
"MCMAHON PARK, JALAN TENANG, Singapore",103.819836,1.352083
"MCMAHON PARK, TAN BOON CHONG AVENUE, Singapore",103.819836,1.352083
"MCMAHON PARK, JALAN ISTIMEWA, Singapore",103.819836,1.352083
"MAYFLOWER VILLE, MAYFLOWER WAY, Singapore",103.8400814,1.3724123
"MAYFLOWER GARDENS, MAYFLOWER ROAD, Singapore",103.819836,1.352083
"MAYFLOWER GARDENS, MAYFLOWER TERRACE, Singapore",103.819836,1.352083
"MAYFLOWER GARDENS, MAYFLOWER PLACE, Singapore",103.8385767,1.3731758
"MAYFLOWER GARDENS, MAYFLOWER LANE, Singapore",103.8410003,1.3711008
"MAYFLOWER GARDENS, MAYFLOWER RISE, Singapore",103.838516,1.3722254
"MAYFLOWER GARDENS, MAYFLOWER CRESCENT, Singapore",103.8402733,1.3722638
"MAYFLOWER GARDENS, MAYFLOWER DRIVE, Singapore",103.819836,1.352083
"MAYFAIR PARK, JALAN BANGKET, Singapore",103.7808307,1.3414781
"MAYFAIR PARK, JALAN WAJEK, Singapore",103.7814879,1.3400962
"MARINE GARDEN, SIGLAP ROAD, Singapore",103.9270084,1.3099278
"MANILA GARDENS, TUA KONG PLACE, Singapore",103.819836,1.352083
"MANDARIN PARK, JALAN JURONG KECHIL, Singapore",103.7705235,1.3427667
"MANDARIN PARK, YUK TONG AVENUE, Singapore",103.819836,1.352083
"MANDARIN PARK, CHUN TIN ROAD, Singapore",103.819836,1.352083
"MANDARIN PARK, LORONG PISANG EMAS, Singapore",103.819836,1.352083
"MANDAI GARDEN, MENG SUAN ROAD, Singapore",103.812567,1.403182
"MALAYSIA PARK, LORONG MELAYU, Singapore",103.9122616,1.3130292
"MACPHERSON GARDEN ESTATE, JALAN GEMBIRA, Singapore",103.8803716,1.3321561
"MACPHERSON GARDEN ESTATE, JALAN KEMAJUAN, Singapore",103.8803716,1.3321561
"MACPHERSON GARDEN ESTATE, JALAN MESRA, Singapore",103.8803716,1.3321561
"MACPHERSON GARDEN ESTATE, JALAN SETIA, Singapore",103.8803716,1.3321561
"MACPHERSON GARDEN ESTATE, JALAN MULIA, Singapore",103.8803716,1.3321561
"MACPHERSON GARDEN ESTATE, JALAN HIBORAN, Singapore",103.8803716,1.3321561
"MACHUAN TERRACE, LORONG CHUAN, Singapore",103.8642972,1.3538878
"LUXUS HILLS, SELETAR GREEN WALK, Singapore",103.8761141,1.3808334
"LUXUS HILLS, LUXUS HILL AVENUE, Singapore",103.8735987,1.380734
"LUXUS HILLS, SELETAR GREEN AVENUE, Singapore",103.8737326,1.3813293
"LUXUS HILLS, SELETAR GREEN VIEW, Singapore",103.8737326,1.3813293
"LUXUS HILLS, LUXUS HILL DRIVE, Singapore",103.8735987,1.380734
"LUXUS HILLS, LUXUS HILL VIEW, Singapore",103.8735987,1.380734
"LUSHAN GARDEN, HOW SUN DRIVE, Singapore",103.819836,1.352083
"LUCKY PARK, LASIA AVENUE, Singapore",103.794282,1.329218
"LUCKY PARK, LILY AVENUE, Singapore",103.794282,1.329218
"LUCKY PARK, LEMON AVENUE, Singapore",103.794282,1.329218
"LUCKY PARK, LANTANA AVENUE, Singapore",103.794282,1.329218
"LUCKY HILL, BEDOK TERRACE, Singapore",103.9479961,1.325398
"LUCKY HILL, JALAN LANGGAR BEDOK, Singapore",103.9273405,1.3236038
"LUCKY HILL, JALAN LIMAU NIPIS, Singapore",103.819836,1.352083
"LUCKY HILL, BEDOK RISE, Singapore",103.9482762,1.3263931
"LOYANG VILLAS, LOYANG RISE, Singapore",103.9652551,1.363566
"LOYANG VILLAS, LOYANG VIEW, Singapore",103.9660823,1.3636803
"LOWLAND VIEW, RICHARDS AVENUE, Singapore",103.8816341,1.3619822
"LOWLAND TERRACE, LOWLAND ROAD, Singapore",103.8832573,1.361151
"LLYN GARDENS, PAYA LEBAR WALK, Singapore",103.899516,1.3516087
"LIRIA TERRACE, MARIAM WALK, Singapore",103.9682562,1.360449
"LINK RESIDENCE @ HOLLAND, GREENLEAF VIEW, Singapore",103.786604,1.322318
"LINK RESIDENCE @ HOLLAND, GREENLEAF ROAD, Singapore",103.786604,1.322318
"LIMAU VILLAS, LIMAU TERRACE, Singapore",103.9504468,1.3238319
"LIMAU VILLAS, LIMAU RISE, Singapore",103.9504468,1.3238319
"LIMAU GROVE, LIMAU GROVE, Singapore",103.9514753,1.3226872
"LILAC PARK, LILAC DRIVE, Singapore",103.819836,1.352083
"LILAC PARK, LILAC WALK, Singapore",103.819836,1.352083
"LILAC PARK, LILAC ROAD, Singapore",103.8621443,1.3818535
"LI TONG GARDENS, LORONG G TELOK KURAU, Singapore",103.9101586,1.3171163
"LENTOR VILLAS, LENTOR LINK, Singapore",103.8350761,1.3891085
"LENTOR VILLAS, LENTOR CRESCENT, Singapore",103.8350761,1.3891085
"LENTOR VILLAS, LENTOR STREET, Singapore",103.8350761,1.3891085
"LENTOR VIEW, LENTOR WAY, Singapore",103.8361689,1.3888341
"LENTOR VIEW, LENTOR PLACE, Singapore",103.8350357,1.3888283
"LENTOR VIEW, LENTOR VALE, Singapore",103.8353277,1.3878445
"LEITH PARK, LEITH ROAD, Singapore",103.8750412,1.3619278
"LAUW & SONS GARDEN, BINCHANG RISE, Singapore",103.845,1.349
"LAUW & SONS GARDEN, CLOVER CLOSE, Singapore",103.845,1.349
"LANDED HOUSING DEVELOPMENT, JALAN CHEMPAKA KUNING, Singapore",103.9495504,1.3310711
"LANDED HOUSING DEVELOPMENT, JALAN ASAS, Singapore",103.7680407,1.35935
"LANDED HOUSING DEVELOPMENT, JALAN CHEMPAKA PUTEH, Singapore",103.9497216,1.3298393
"LANDED HOUSING DEVELOPMENT, BEDOK ROAD, Singapore",103.9512758,1.3264564
"LANDED HOUSING DEVELOPMENT, BENG WAN ROAD, Singapore",103.8654677,1.3236221
"LANDED HOUSING DEVELOPMENT, YIO CHU KANG ROAD, Singapore",103.8416887,1.3876172
"LANDED HOUSING DEVELOPMENT, JALAN PERGAM, Singapore",103.9615256,1.3444372
"LANDED HOUSING DEVELOPMENT, JOO AVENUE, Singapore",103.8551676,1.315322
"LANDED HOUSING DEVELOPMENT, UPPER CHANGI ROAD EAST, Singapore",103.9595225,1.3374077
"LANDED HOUSING DEVELOPMENT, MERAGI ROAD, Singapore",103.9605141,1.3437249
"LANDED HOUSING DEVELOPMENT, JALAN ISNIN, Singapore",103.837176,1.3530929
"LANDED HOUSING DEVELOPMENT, ST. MICHAEL'S ROAD, Singapore",103.8637276,1.3260845
"LANDED HOUSING DEVELOPMENT, THRIFT DRIVE, Singapore",103.8835683,1.3438461
"LANDED HOUSING DEVELOPMENT, KEW LANE, Singapore",103.9481344,1.3217231
"LANDED HOUSING DEVELOPMENT, HOW SUN ROAD, Singapore",103.8809639,1.345187
"LANDED HOUSING DEVELOPMENT, JALAN KUAK, Singapore",103.8406591,1.3547551
"LANDED HOUSING DEVELOPMENT, CEDARWOOD GROVE, Singapore",103.7785198,1.4282406
"LANDED HOUSING DEVELOPMENT, NEO PEE TECK LANE, Singapore",103.76879,1.2923183
"LANDED HOUSING DEVELOPMENT, KEW DRIVE, Singapore",103.9506355,1.3204241
"LANDED HOUSING DEVELOPMENT, HILLSIDE TERRACE, Singapore",103.8777182,1.3574333
"LANDED HOUSING DEVELOPMENT, JALAN CHEGAR, Singapore",103.8389755,1.3536428
"LANDED HOUSING DEVELOPMENT, JALAN DEMAK, Singapore",103.9615256,1.3444372
"LANDED HOUSING DEVELOPMENT, OAKWOOD GROVE, Singapore",103.7794257,1.4270172
"LANDED HOUSING DEVELOPMENT, EASTWOOD GREEN, Singapore",103.9561328,1.3228039
"LANDED HOUSING DEVELOPMENT, JALAN PINTAU, Singapore",103.8397561,1.3543803
"LANDED HOUSING DEVELOPMENT, SUNBIRD AVENUE, Singapore",103.9592403,1.3393926
"LANDED HOUSING DEVELOPMENT, PENAGA PLACE, Singapore",103.8389804,1.4601496
"LANDED HOUSING DEVELOPMENT, LORONG 39 GEYLANG, Singapore",103.8906685,1.3159513
"LANDED HOUSING DEVELOPMENT, DUKU ROAD, Singapore",103.9050005,1.3094386
"LANDED HOUSING DEVELOPMENT, JALAN ULU SIGLAP, Singapore",103.927812,1.31458
"LANDED HOUSING DEVELOPMENT, WOO MON CHEW ROAD, Singapore",103.9294957,1.3153401
"LANDED HOUSING DEVELOPMENT, HOW SUN AVENUE, Singapore",103.8806696,1.3448685
"LANDED HOUSING DEVELOPMENT, EASTWOOD TERRACE, Singapore",103.9569024,1.3218063
"LANDED HOUSING DEVELOPMENT, LORONG 36 GEYLANG, Singapore",103.8884151,1.3132829
"LANDED HOUSING DEVELOPMENT, KEW CRESCENT, Singapore",103.9498788,1.3186212
